data	label
@USER @USER @USER @USER @USER @USER @USER   PREACH IT! God's people deserve better!  URL	NOT
@USER Yessir fam	NOT
"@USER ATTENTION. @USER is publicizing an ANTIFA TARGET list of Trump supporters. Some names are high profile and many are random Trump supporters. PLEASE report him to Twitter! They have NOT suspended his account. Chick the list for YOUR name under Lists""."""	NOT
#VA10 voters will not accept a Congresswoman who stands with the NRA as shooting after shooting devastates communities across the country. We need common sense gun safety laws and we need them now. URL	NOT
@USER Pro rate them just as you are the beginning positions.	NOT
@USER @USER @USER His paycheck will hurt her feelings😂😂😂😂	NOT
Just imagine the tyranny we’d be living under had these leftwing tryants waging war on us and our duly elected president and the American Republic itself gained tyrannical control of the US Supreme Court the neocon’s #NeverTrump crew was trying to deliver to them?  #MAGA	NOT
@USER Early Antifa group. Heavily armed but look happy. URL	NOT
@USER @USER @USER @USER @USER @USER @USER I just looked. She just advertises a horror movie she is in.	NOT
@USER The woman is not accusing Kavanaugh of stealing her lunch money. She is accusing him of assault. He needs to take responsibility.	NOT
😀😆😂 @USER rocks #MAGA 👍 URL	OFF
@USER @USER Prove your claim or be exposed as the lying piece of shit you are.   Meanwhile... URL	OFF
Looking into the shooting in Maryland but no info since the feed is nothing but protest. Why do the gun grabbers not want anything out. We know it was a female. #MAGA	NOT
@USER He is leaning the wrong way	NOT
@USER @USER @USER @USER @USER @USER This is why we follow each other -such peace in my Twitter Avenue is amazing URL	NOT
"@USER @USER If not a terrorist organization"", how exactly has ANTIFA not been named a criminal organization?"""	NOT
@USER Bullshit.	NOT
@USER @USER @USER Shit up	OFF
*Finally at my sister's apartaments* Instant reminder that she is ungrateful brat and i'm much more happy without seeing her	OFF
@USER and the rest of the Democrats LOVE Antifa and their Alinsky tactics.  #DemocratsAreDangerous URL	NOT
@USER is shaking while answering question clearly she is no comfortable #onpoli	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Why would that matter to a bug? Seems that you are having some kind of mental attack or something. Maybe you should ask for help.	NOT
@USER you are all recycling of liars	OFF
@USER @USER And they aiming right way you WHOOO WHOOO !	NOT
@USER is way too good to be out of the #NFL. He is better than quite a few starters in the league and better than all of the 2nd &amp; 3rd string QB's in the league. #GiveKapAChance #ImWithKap	NOT
@USER If you are displaced its on Facebook Watch...*disclaimer* - Facebook Watch kinda sucks.	NOT
@USER Madam will never respond. She is among those who see nothing good about PMB and his administration. It sucks.	OFF
@USER @USER @USER @USER @USER All business owners are involved in lawsuits on a regular basis. It is whatbour society has become. Liberals constantly looking for a handout.	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Lies on top of lies that is the antifa and democrats way	NOT
@USER Oh I never had any doubt.. Read all about the Dirty Wars too..He is a slovenly POS.. Jesuit who worships Satan..	OFF
@USER @USER @USER We need gun control laws to be safer and changed in Florida. This is why I am voting for the Democrats to help make our environment and health care better for us all! Please get out and vote!	NOT
@USER He HAD to say this. Its the only way his players will trust him. He doesnt really believe it.	NOT
@USER @USER @USER @USER  Not good - is this what your followers wanted?  @USER  URL	NOT
@USER @USER Clearly this amazing little girl has the ability to put herself in other's shoes. She shows empathy which some children do more than others. She is able to distinguish right from wrong no matter who puts her to shame or tries to bully her to conform. She is a hero	NOT
@USER @USER @USER @USER @USER @USER They can’t. His a sheep. Just follow along with fake news and put everyone who can think for themselves as KKK. Antifa wannabes	OFF
@USER Fuck em	OFF
@USER @USER Andy. Like ur reflex use of cliches n slogans. U must practice a lot. Have u thort of writing for a greeting card company?	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Anarchists are left wing extremists. They stand with antifa.	OFF
...Congratulations. You are truly the greatest speedster the world has ever known.	NOT
@USER What a handsome boy! Reminds me of one of my fosters a little bit. Sorry I don’t have a better picture - she is one of the ones that got away. I’d have 20 if I could. URL	NOT
@USER #NeverAgain We need gun control. It’s enough! Do something @USER	NOT
@USER Why are the tweets that Conservatives are retweeting with comments suddenly Unavailable? I cannot see what they’re talking about if the original tweet is no longer available. Anyone else noticing this?	NOT
@USER Empty headed Ginger Hammer	NOT
@USER the war on honest conservatives-antifa	NOT
@USER So she can’t be effected by the radiation but killed. I hope he mentions Lady Gaga witch. Since she is the only known immortal witch and supreme	OFF
@USER Good Lird she is a disgusting representation of a human being	OFF
Ahh my ears hurt from listening in the earphones..still his voice was sexy	NOT
@USER @USER The clinton news network strikes again.	NOT
@USER  love everything you are doing including you yourself. Your voice vibe body sound flow is all awesome and yummy. Will be waiting for the next song u make. Good luck on your journey.	NOT
@USER @USER @USER @USER @USER @USER @USER @USER Get your point but not sure how many years they were in different districts total? but teams in same district can still meet up in semis in the old district format from 2002-2017. In fact a district runner up won the 3A football title a year ago.	NOT
@USER @USER So Victoria's Secret won't sponsor Trump any more. I hope they realize how much of their crap trump has sold for them to Antifa! URL	OFF
@USER @USER Wow! YOU'RE exactly like ANTIFA! You say you're against radical influences but YOU are THE MOST RADICAL OF ALL! De-platforming anyone that disagrees with you? Did you pull that one straight out of Hitler's playbook? Can you get any more Nazi Fascist? LOOK BEHIND YOU! IT'S KARMA!	OFF
@USER @USER @USER @USER Love this.	NOT
@USER @USER @USER @USER @USER @USER thanks mum!	NOT
@USER Get that boy a pie! Stat!	NOT
@USER @USER He is truly adorable. Happy Birthday baby boy😘	NOT
@USER The only thing this is going to do is make the #MeToo movement even more of a joke than it already has become. I don't think anyone is falling for this BS except for maybe Antifa.	NOT
@USER @USER @USER SHIT I'M SAD!!! 😣	OFF
OBAMAS LYING SKANK MARIA HARF  #DNCwbore  #LyingSkank  #KavanaughConfirmation  #ChristineBlaseyFord  #RedNationRising  #KAG  #MAGA  #CCOT  @USER URL	NOT
@USER These you are too young responses are condescending af. Personally I have no issue w/wire coat hangers being used to protest b/c god forbid women don't have access to safe abortion some may try any method to attempt a termination...esp teen girls	NOT
@USER I think he WAS black. But thank God the police here behaved professionally. She is SCARY!	OFF
@USER @USER @USER Return of the milk ‘snatcher’ just when you thought Tories could sink no lower.	NOT
#Yemen tries gun control URL #theeconomist	NOT
@USER There were no abuses! That’s the point Bill! You just did what liberals do. Condemned a man with zero evidence. If a conservative woman would of accused him? Maybe! Seems only liberals get groped! Go figure! What are the odds ? @USER	NOT
@USER Hell ya	NOT
@USER Never had. Let's fuck it up.	OFF
Energy Independence: A 'bi-product' of Donald Trump's relentless pursuit to #MAGA! URL	NOT
@USER Children  should be seen and not heard!!!	NOT
@USER @USER @USER Way to go David👍 I love it when someone can send the liberals into a tessyfiy in the morning. Keep up the fight. 🇺🇸🇺🇸🇺🇸	OFF
"@USER When she's wearing her hero 'costume' she /is/ completely invisible so.... yes?"" URL"	NOT
@USER @USER This video made me join Antifa.	NOT
"@USER if you are trying to use the word pet"" as in like... a term of endearment towards another human you can just use ""chouchou"""""	NOT
"NOW I KNOW WE HAVE A LOT OF PEOPLE TO FEED, BUT THESE TWO? THESE ARE MINE! NOW GO BACK TO FEEDING PEOPLE, I'M STARVING! I HAVEN'T EATEN IN AT LEAST 40 MINUTES! YOU NEED A MAGA HAT!"" URL"	NOT
@USER I think she is one of the oddest people I have ever seen. How did she get elected? But then again I find myself asking that about any liberal. 🤷‍♀️	NOT
@USER I'm hoping it's a joke. #antifa are morons and have no clue how many people carry backup guns. Their #disarmthem stunt will make them a lethal threat in most states. Do the math on what will happen. Silly #antifagoons	OFF
@USER @USER @USER She?  To whom are you referring to?  Hillary?  You know what is tiresome?  Bernie supporters bashing Hillary Clinton.  She is an actual Democrat who raises money for the Democratic Party and doesn’t bash them.  She has a positive message.  So who is dividing the left?	OFF
